"ArtNumber";"Title";"Description_Short";"DisplayPrice";"Img_url";"Deeplink1";"ProductCategoryID";"ProductCategoryName";"color";"lieferzeit";"Wichtigste Produkteigenschaften Aufzahlungspunkt 1";"Wichtigste Produkteigenschaften Aufzahlungspunkt 2";"Wichtigste Produkteigenschaften Aufzahlungspunkt 3";"Wichtigste Produkteigenschaften Aufzahlungspunkt 4";"Wichtigste Produkteigenschaften Aufzahlungspunkt 5";"Available sizes";"virtual_top10ofbrand";"virtual_top25"
"GO1-m05-0001-02";"Gola Herrenschuhe Freizeitschuhe HARRIER";"Herrensneaker im Original Retro-Style: Der Gola HARRIER Sneaker in weiss! Versand, Umtausch & Hotline bei Zalando.de immer kostenfrei.";"84.95 EUR";"http://i1.ztatic.de/large/G/O/GO1-m05-0001-02__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/gola-harrier-sneaker-white-dk-green.html?cg=03&ch=03";32436496;"Schuhe > Herrenschuhe > Freizeitschuhe";"weiss";"1-2 Tage";"7-Loch-Schnürung|Goldene Logo-Prägung an der Zunge";"Leder";"Innenmaterial: Kombination aus Leder und Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"41 42 43 44 45 46";"1";"0"
"GO1-f05-0001-03";"Gola Sneaker Sneaker low HARRIER";"Damenschuhe im Original Retro-Style -der Gola HARRIER Sneaker in Braun!  Versand, Umtausch & Hotline bei Zalando.de immer kostenfrei.";"84.95 EUR";"http://i2.ztatic.de/large/G/O/GO1-f05-0001-03__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/gola-harrier-sneaker-brown-pale-blue.html?cg=03&ch=03";32491612;"Schuhe > Damenschuhe > Sneaker > Sneaker low";"braun";"1-2 Tage";"Laufsohle mit Fischgrätenprofil|Goldene Logo-Prägung an der Zunge";"Leder";"Innenmaterial: Kombination aus Leder und Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"36 37 38 40 41";"0";"0"
"GO1-f05-0001-12";"Gola Sneaker Sneaker low HARRIER";"Retro-Look von Gola! Bestellen Sie jetzt die brandneuen Gola HARRIER - Sneaker bei Zalando.de und profitieren Sie von unserem kostenlosen Versand!";"84.95 EUR";"http://i2.ztatic.de/large/G/O/GO1-f05-0001-12__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/gola-harrier-sneaker-white-navy-red.html?cg=03&ch=03";32491612;"Schuhe > Damenschuhe > Sneaker > Sneaker low";"weiss komb.";"1-2 Tage";"Laufsohle mit Fischgrätenprofil|Goldene Logo-Prägung an der Zunge";"Leder";"Innenmaterial: Kombination aus Leder und Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"36 37";"0";"0"
"BL1-f11-0008-15";"Blowfish Damenschuhe Boots SEGMENT";"Wunderschöne Ballerinas mit ultra-flacher Silhouette - in purple, der Style-Tipp für den Sommer! Genießen Sie die tollen Modelle von Blowfish und den kostenlosen Versand bei Zalando.de!";"35.00 EUR";"http://i1.ztatic.de/large/B/L/BL1-f11-0008-15__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/blowfish-segment-ballerina-canvas-purple.html?cg=03&ch=03";32436503;"Schuhe > Damenschuhe > Ballerinas";"violett";"1-2 Tage";"3-Knopfleiste auf dem Blatt|leichte, flexible Laufsohle";"Textil";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"36 37 38 41";"0";"0"
"FO1-f20-0014-06";"Fornarina Stiefeletten Stiefeletten BEA";"Girl Power! Fornarina steht für das Lebensgefühl ganzer Generationen von jungen Frauen. Feminin, sexy und cool sind die aktuellen Stiefeletten - jetzt versandkostenfrei bestellen bei Zalando.de!";"105.00 EUR";"http://i2.ztatic.de/large/F/O/FO1-f20-0014-06__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/fornarina-bea-ankle-boot-gruen.html?cg=03&ch=03";32492857;"Schuhe > Damenschuhe > Stiefeletten > Ankle Boots";"gruen";"1-2 Tage";"weiche flexible Sohle|Nieten-Look";"Leder";"Innenmaterial: Lederimitat";"Decksohle: Lederimitat";"hochwertiger Kunststoff";"37";"0";"0"
"ST4-f09-0003-16";"Stylesnob Pumps Peep toes NOVIA";"Stylesnob Keil-Peep-Toe für einen imposanten Auftritt, direkt aus Kopenhagen! Brandaktuelle Kollektion mit kostenfreiem und schnellem Versand bei Zalando.de!";"79.00 EUR";"http://i1.ztatic.de/large/S/T/ST4-f09-0003-16__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/keil-peep-toe-fuchsia.html?cg=03&ch=03";32491628;"Schuhe > Damenschuhe > Pumps > Peeptoes";"pink";"1-2 Tage";"goldener Labeldruck auf Decksohle|butterweiches Leder";"Textil";"Innenmaterial: Lederfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"41";"1";"0"
"ST4-f09-0003-17";"Stylesnob Pumps Peep toes NOVIA";"Stylesnob Keil-Peep-Toe für einen imposanten Auftritt, direkt aus Kopenhagen! Brandaktuelle Kollektion mit kostenfreiem und schnellem Versand bei Zalando.de!";"79.00 EUR";"http://i2.ztatic.de/large/S/T/ST4-f09-0003-17__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/stylesnob-novia-keil-peep-toe-orange.html?cg=03&ch=03";32491628;"Schuhe > Damenschuhe > Pumps > Peeptoes";"orange";"1-2 Tage";"goldener Labeldruck auf Decksohle|butterweiches Leder";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"36";"1";"0"
"ST4-f12-0002-17";"Stylesnob Damenschuhe Sandalen GLADIA SNAKE";"Edler Römer-Look vom dänischen Trendlabel STYLESNOB jetzt bei Zalando.de! Bei Bestellung Versand und Umtausch gratis sowie kostenlose Hotline und Beratung!";"69.00 EUR";"http://i1.ztatic.de/large/S/T/ST4-f12-0002-17__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/stylesnob-gladia-snake-riemchen-sandale-orange.html?cg=03&ch=03";32436504;"Schuhe > Damenschuhe > Sandaletten";"orange";"1-2 Tage";"goldene Schnallen und Nieten|Schlangenleder-Optik";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"36";"1";"0"
"ST4-f12-0002-03";"Stylesnob Damenschuhe Sandalen GLADIA SNAKE";"Edle Riemchen-Sandale GLADIA SNAKE vom High-Class-Label STYLESNOB. Jetzt bei Zalando.de mit kostenlosem Versand und schneller Lieferung bestellen!";"69.00 EUR";"http://i2.ztatic.de/large/S/T/ST4-f12-0002-03__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/stylesnob-gladia-snake-riemchen-sandale-dark-brown.html?cg=03&ch=03";32436504;"Schuhe > Damenschuhe > Sandaletten";"braun";"1-2 Tage";"goldene Nieten und Schnallen|Schlangenleder-Optik mit Glanzeffekt";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"37";"1";"0"
"ST4-f12-0002-15";"Stylesnob Damenschuhe Sandalen GLADIA SNAKE";"Edle Riemchen-Sandale GLADIA SNAKE vom High-Class-Label Stylesnob- Jetzt bei Zalando.de! Bei Bestellung Versand und Umtausch gratis sowie kostenlose Hotline und Beratung.";"69.00 EUR";"http://i1.ztatic.de/large/S/T/ST4-f12-0002-15__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/stylesnob-gladia-snake-riemchen-sandale-purple.html?cg=03&ch=03";32436504;"Schuhe > Damenschuhe > Sandaletten";"violett";"1-2 Tage";"goldene Nieten und Schnallen|hochwertige Verarbeitung";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"36";"1";"0"
"ST4-f12-0002-16";"Stylesnob Damenschuhe Sandalen GLADIA SNAKE";"Think PINK! Edle Riemchen-Sandale GLADIA SNAKE vom High-Class-Label STYLESNOB. Jetzt bei Zalando.de den kostenlosen Versand und die schnelle Lieferung genießen!";"69.00 EUR";"http://i2.ztatic.de/large/S/T/ST4-f12-0002-16__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/stylesnob-gladia-snake-riemchen-sandale-pink.html?cg=03&ch=03";32436504;"Schuhe > Damenschuhe > Sandaletten";"pink";"1-2 Tage";"goldene Nieten und Schnallen|hochwertige Verarbeitung";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"36";"1";"0"
"CR1-f06-0001-04";"Creative Recreation Damenschuhe Sneaker W GALOW HI";"Coole W GALOW Hi Edel Sneakers, knallbunt und edel gestylt! Die besten Creative Modelle gibt´s bei Zalando.de mit kostenlosem Versand und kostenloser Hotline!";"105.00 EUR";"http://i2.ztatic.de/large/C/R/CR1-f06-0001-04__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/creative-recreation-galow-hi-navy-pink-fuchsia-gold.html?cg=03&ch=03";32436492;"Schuhe > Damenschuhe > Sneaker";"blau";"1-2 Tage";"fabrlich abgestimmte Details|hoher Satin-Polsterschaft";"Kunststoff / Nylon";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"37";"0";"0"
"ST3-f20-0009-23";"Steve Madden Damenschuhe Stiefeletten STAYGE";"Ein Muss für die neue Herbst-Winter-Kollektion! | Bestellen Sie schon jetzt die neuen STAYGE von Steve Madden bei Zalando.de und profitieren Sie von unserem kostenlosen Versand!";"105.00 EUR";"http://i1.ztatic.de/large/s/t/st3-f20-0009-23__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/steve-madden-stayge-stiefelette-hellbraun.html?cg=03&ch=03";32436502;"Schuhe > Damenschuhe > Stiefeletten";"braun";"1-2 Tage";"Absatz und Laufsohle im Used-Look|verstellbare Schnalle an der Ferse";"Leder";"Innenmaterial: Textilfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"36 37";"0";"0"
"CR1-m06-0014-12";"Creative Recreation Herrenschuhe Freizeitschuhe DI COCO Select metallic/gold/vapor/white/royal";"Sneaker Design der Zukunft - DI COCO von Creative Recreation ein echter Trendsetter! Die coolen Cre8tives gibt es mit kostenlosem Versand bei Zalando.de!";"129.00 EUR";"http://i1.ztatic.de/large/C/R/CR1-m06-0014-12__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/creative-recreation-di-coco-met-gold-vpr-white-royal.html?cg=03&ch=03";32436496;"Schuhe > Herrenschuhe > Freizeitschuhe";"weiss komb.";"1-2 Tage";"geprägter Logoschriftzug an der Sohle|Metall-Schlüsselanhänger bei jedem Schuh dabei";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"42";"0";"0"
"CR1-f06-0016-20";"Creative Recreation Damenschuhe Sneaker DICOCO HI";"Top stylisch und brandneu - die DICOCO von Creative Recreation! Bestellen Sie jetzt die neue Kollektion und andere Top-Marken bei Zalando.de zum kostenlosen Versand.";"85.00 EUR";"http://i2.ztatic.de/large/C/R/CR1-f06-0016-20__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/dicoco-hi-edel-sneaker-madras-lavender.html?cg=03&ch=03";32436492;"Schuhe > Damenschuhe > Sneaker";"multicolor";"1-2 Tage";"goldene Metall-Ösen am Schaft|Metall-Schlüsselanhänger bei jedem Schuh dabei";"Leder und Textil";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"41";"0";"0"
"CR1-f05-0016-20";"Creative Recreation Damenschuhe Sneaker CESARIO Wn´s";"Die brandneuen CESARIO im angesagten Farbmix sind da! Bestellen Sie jetzt Top-Marken bei Zalando.de und profitieren Sie von unserem kostenlosen Versand!";"65.00 EUR";"http://i1.ztatic.de/large/C/R/CR1-f05-0016-20__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/cesario-wn-s-sneaker-low-madras-lavender.html?cg=03&ch=03";32436492;"Schuhe > Damenschuhe > Sneaker";"multicolor";"1-2 Tage";"Logo-Prägung an der Ferse und auf der Laufsohle|Metall-Schlüsselanhänger bei jedem Schuh dabei";"Leder und Textil";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"37 37,5 40,5";"0";"0"
"BL1-f21-0019-01";"Blowfish Stiefeletten Sportliche Stiefeletten SO WHAT";"Der coole Trend-Bootie von Blowfish, Malibu in straight Black Buttercalf und perforiertem Obermateria! Endlich bei Zalando.de und mit kostenlosem, schnellem Versand!";"59.95 EUR";"http://i1.ztatic.de/large/B/L/BL1-f21-0019-01__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/blowfish-so-what-short-boot-black-buttercalf.html?cg=03&ch=03";32491630;"Schuhe > Damenschuhe > Stiefeletten > Sportliche Stiefeletten";"schwarz";"1-2 Tage";"superweiche Sohle|violettes Innenfutter";"Hochwertiges Lederimitat";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"37 38 39";"0";"0"
"BL1-f21-0019-03";"Blowfish Stiefeletten Flache Stiefel SO WHAT";"Der coole Trend-Bootie von Blowfish, Malibu in Dark Brown Buttercalf und perforiertem Obermateria! Endlich bei Zalando.de und mit kostenlosem, schnellem Versand!";"59.95 EUR";"http://i1.ztatic.de/large/B/L/BL1-f21-0019-03__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/blowfish-so-what-short-boot-dark-brown-buttercalf.html?cg=03&ch=03";32492857;"Schuhe > Damenschuhe > Stiefeletten > Ankle Boots";"braun";"1-2 Tage";"superweiche, honigfarbene Sohle|violettes Innenfutter";"Hochwertiges Lederimitat";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"36 37 38";"0";"0"
"BL1-f21-0020-10";"Blowfish Outdoor Schuhe Boots HABBIT";"HOBBIT the ONE and only jetzt als Short Boot! Trendige Modelle von Blowfish, Malibu - der absolute Fashion-Hit! Jetzt bei Zalando.de mit schneller Lieferung und kostenlosem Versand bestellen!";"59.95 EUR";"http://i1.ztatic.de/large/B/L/BL1-f21-0020-10__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/blowfish-habbit-short-boot-grey-washed-twill.html?cg=03&ch=03";32492847;"Schuhe > Damenschuhe > Outdoor Schuhe > Boots";"grau";"1-2 Tage";"honigfarbene Kreppsohle|violett-farbenes Innenfutter";"Textil";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"36 37";"1";"0"
"BL1-f21-0020-01";"Blowfish Outdoor Schuhe Boots HABBIT";"HOBBIT the ONE and only jetzt als Short Boot! Trendige Modelle von Blowfish, Malibu - der absolute Fashion-Hit! Jetzt bei Zalando.de mit schneller Lieferung und kostenlosem Versand bestellen!";"59.95 EUR";"http://i1.ztatic.de/large/B/L/BL1-f21-0020-01__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/blowfish-habbit-short-boot-black-washed-twill.html?cg=03&ch=03";32492847;"Schuhe > Damenschuhe > Outdoor Schuhe > Boots";"schwarz";"1-2 Tage";"griffige Kreppsohle|violettes Innenfutter";"Textil";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"36 37";"1";"0"
"BL1-f24-0021-03";"Blowfish Outdoor  Boots HEY NOW";"HEY NOW der HIgh-End Blowfish Boot! Trendige Boots von Blowfish, Malibu jetzt bei Zalando.de mit schneller Lieferung und kostenlosem Versand bestellen!";"59.00 EUR";"http://i1.ztatic.de/large/B/L/BL1-f24-0021-03__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/blowfish-hey-now-canvas-stiefel-dark-brown-washed-twill.html?cg=03&ch=03";32512340;"Schuhe > Damenschuhe > Outdoor > Boots";"braun";"1-2 Tage";"griffige Kreppsohle|antik-farbene Knöpfe";"Textil";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"36";"0";"0"
"VA1-f07-0032-06";"Vagabond Damenschuhe Pumps PIURA";"Ein Must-Have für den Sommer: der neue Vagabond Lederpumps | Jetzt versandkostenfrei bei Zalando.de bestellen!";"59.00 EUR";"http://i1.ztatic.de/large/V/A/VA1-f07-0032-06__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/vagabond-piura-keil-lederpumps-gruen.html?cg=03&ch=03";32436500;"Schuhe > Damenschuhe > Pumps";"gruen";"1-2 Tage";"Dezente Prägung an der Ferse |Blütenprägung auf der Laufsohle";"Leder";"Innenmaterial: Textilfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"37";"0";"0"
"DI1-f24-0026-07";"Diesel Stiefel Flache Stiefel DOLLY";"Heiß wie Wüstensand - das ist der neue Flat-Boot von Diesel. Der DOLLY Stiefel zeigt sich cool in gelbem Wildleder und mit zulaufender Spitze. Jetzt bei Zalando.de mit kostenlosem Versand genießen!";"159.95 EUR";"http://i2.ztatic.de/large/D/I/DI1-f24-0026-07__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/diesel-dolly-desert-wildleder-gelb.html?cg=03&ch=03";32491618;"Schuhe > Damenschuhe > Stiefel > flache Stiefel";"gelb";"1-2 Tage";"Diesel-Logo am Schaft|100 % Leder";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"echtes Leder";"40";"0";"0"
"DI1-f07-0021-15";"Diesel Pumps Klassische Pumps BLUEBIRD";"Somewhere over the rainbow mit Diesel. Der BLUEBIRD Pumps von der italienischen Modeschmiede komplett aus Leder in burgundy/rose red. Jetzt bei Zalando.de mit kostenlosem Versand!";"209.95 EUR";"http://i1.ztatic.de/large/D/I/DI1-f07-0021-15__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/diesel-bluebird-lederpumps-burgundy-rose-red.html?cg=03&ch=03";32491626;"Schuhe > Damenschuhe > Pumps > klassische Pumps";"violett";"1-2 Tage";"Diesel-Logo-Niete an der Ferse|überkreuzte Riemchen auf dem Blatt";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"echtes Leder";"37 39 40";"0";"0"
"DI1-f12-0024-15";"Diesel Sandaletten Hohe Sandaletten WIZARD";"Somewhere over the rainbow mit Diesel. Der WIZARD Pumps von der italienischen Modeschmiede komplett aus Leder in burgundy/rose red. Jetzt bei Zalando.de mit kostenlosem Versand!";"199.95 EUR";"http://i2.ztatic.de/large/D/I/DI1-f12-00024-15__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/diesel-wizard-ledersandalette-burgundy-rose-red.html?cg=03&ch=03";32491623;"Schuhe > Damenschuhe > Sandaletten > Hohe Sandaletten";"violett";"1-2 Tage";"Diesel-Logo-Niete an der Ferse|überkreuzte Riemchen auf dem Blatt";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"echtes Leder";"37";"0";"0"
"SO1-f13-0005-10";"Softclox Damenschuhe Sandalen MAYA";"Softclox MAYA bei Zalando.de | Schuh mit WOW-Efekt - Süße, extravagante taupe-farbene Sandalette von Softclox. MAYA jetzt versandkostenfrei bei Zalando.de bestellen!";"79.00 EUR";"http://i1.ztatic.de/large/s/o/so1-f13-0005-10__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/softclox-maya-holzsandalette-taupe.html?cg=03&ch=03";32436504;"Schuhe > Damenschuhe > Sandaletten";"grau";"1-2 Tage";"Griffiges Laufsohlenprofil|Speziell entwickeltes Gelenk in der Sohle ermöglicht ´leises´ laufen";"Leder";"";"Decksohle: Holz";"hochwertiger Kunststoff";"42 43";"0";"0"
"EL1-f02-0023-15";"El Naturalista Outdoor  Boots WAKATAUA";"El Naturalista WAKATAUA bei Zalando.de | Leder Boot mit Natur-Feeling pur | Bestellen Sie jetzt ihre neuen WAKATAUA in violett bei Zalando.de und profitieren Sie von unserem kostenlosen Versandservice!";"105.00 EUR";"http://i2.ztatic.de/large/E/L/EL1-f02-0023-15__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/el-naturalista-wakataua-lederschnuerer-mora.html?cg=03&ch=03";32512340;"Schuhe > Damenschuhe > Outdoor > Boots";"violett";"1-2 Tage";"robust und sportiv|natürliche Materialien";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"hochwertiger Natur-Kautschuk";"36 37 40";"0";"0"
"El1-f21-0025-15";"El Naturalista Outdoor  Boots RECYCLUS";"Brandneu - der RECYCLUS von El Naturalista | Bestellen Sie jetzt Ihre neuen RECYCLUS lila-rioja-tibet bei Zalando.de und profitieren Sie von unserem kostenlosen Versandservice!";"89.00 EUR";"http://i1.ztatic.de/large/E/L/EL1-f21-0025-15__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/el-naturalista-recyclus-stiefelette-lila-rioja.html?cg=03&ch=03";32512340;"Schuhe > Damenschuhe > Outdoor > Boots";"violett";"1-2 Tage";"natürliche Biomaterialien|überlappende Lederoptik";"Leder";"Innenmaterial: Lederfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"36";"0";"0"
"El1-f24-0027-17";"El Naturalista Outdoor  Boots RECYCLUS";"EL NATURALISTA RECYCLUS bei Zalando.de - Langschaft-Stiefel mit vegan gegerbtem Leder. Bestellen Sie jetzt bei Zalando.de und profitieren Sie von unserem kostenfreien Versandservice!";"109.00 EUR";"http://i2.ztatic.de/large/E/L/EL1-f24-0027-17__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/el-naturalista-langschaft-stiefel-recyclus-brown-cuero-skimo.html?cg=03&ch=03";32512340;"Schuhe > Damenschuhe > Outdoor > Boots";"braun komb.";"1-2 Tage";"natürliche Biomaterialien|überlappende Lederoptik";"Leder";"Innenmaterial: Kombination aus Leder und Textilfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"37 38 39 41 42";"0";"0"
"PU1-m06-0044-03";"Rudolf Dassler Herrenschuhe Freizeitschuhe STRASSENGANG";"Rudolf Dassler STRASSENGANG aus Verloursleder von Puma im urbanem Retro-Design. Bestellen Sie jetzt bei Zalando.de mit kostenlosem Versand und schneller Lieferung, ganz entspannt!";"139.95 EUR";"http://i2.ztatic.de/large/P/U/PU1-m06-0044-03__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/puma-rudolf-dassler-strassengang-sneaker-mid-licorice-musk.html?cg=03&ch=03";32436496;"Schuhe > Herrenschuhe > Freizeitschuhe";"braun";"1-2 Tage";"helle Kontrastnähte|perforiertes Lederfutter";"Leder";"Innenmaterial: Kombination aus Leder und Textilfutter";"Decksohle: Leder";"hochwertiger Kunststoff";"41 42 45";"1";"0"
"EC1-m05-0018-01";"ecco Herrenschuhe Freizeitschuhe HANGAR";"Ecco HANGAR bei Zalando.de | Bestellen Sie den Ecco HANGAR Leder-Bootie aus der Winter-Kollektion versandkostenfrei auf Zalando.de!";"85.00 EUR";"http://i2.ztatic.de/large/E/C/EC1-m05-0018-01__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/ecco-hangar-leder-schnuerer-black.html?cg=03&ch=03";32436496;"Schuhe > Herrenschuhe > Freizeitschuhe";"schwarz";"1-2 Tage";"sportlicher Schnürer|Applikationen an der Seite";"Leder";"Innenmaterial: Kombination aus Leder und Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"41";"0";"0"
"KA1-f06-0001-16";"KangaROOS Damenschuhe Sneaker SWISH";"Jetzt brandneu bei Zalando: Die neue KangaROOS- Kollektion! | Bestellen Sie versankostenfrei, stressfrei und schnell bei Zalando.de!";"55.00 EUR";"http://i1.ztatic.de/large/k/a/ka1-f06-0001-16__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/kangaroos-swish-hi-sneaker-pink-white.html?cg=03&ch=03";32436492;"Schuhe > Damenschuhe > Sneaker";"pink";"1-2 Tage";"Schnürsenkelpaar extra in pink und weiß|aufgenähter KangaROOS- Patch auf der Vorderseite der Schuhlasche";"Leder";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"37";"0";"0"
"KA1-f06-0001-01";"KangaROOS Damenschuhe Sneaker SWISH";"Jetzt brandneu bei Zalando: Die neue KangaROOS- Kollektion! | Bestellen Sie versankostenfrei und schnell bei Zalando.de!";"45.00 EUR";"http://i2.ztatic.de/large/k/a/ka1-f06-0001-01__default__1_1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/kangaroos-swish-hi-sneaker-black-iris.html?cg=03&ch=03";32436497;"Schuhe > Damenschuhe > Schnürer";"schwarz";"1-2 Tage";"Schnürsenkelpaar extra in schwarz und lila|aufgenähter KangaROOS- Patch auf der Vorderseite der Schuhlasche";"Leder";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"37";"0";"0"
"KA1-f06-0001-02";"KangaROOS Damenschuhe Sneaker SWISH";"Jetzt brandneu bei Zalando: Die neue KangaROOS- Kollektion! | Bestellen Sie die neuen Swish-Hi Sneakers versandkostenfrei und schnell bei Zalando.de!";"55.00 EUR";"http://i2.ztatic.de/large/k/a/ka1-f06-0001-02__default__1.jpg";"http://partners.webmasterplan.com/click.asp?ref=535368&site=5643&type=text&tnb=1&diurl=http://www.zalando.de/kangaroos-swish-hi-sneaker-white-light-grey.html?cg=03&ch=03";32436492;"Schuhe > Damenschuhe > Sneaker";"weiss";"1-2 Tage";"extra Schnürsenkelpaar in grau|9-Loch-Schnürung";"Leder";"Innenmaterial: Textilfutter";"Decksohle: Textil";"hochwertiger Kunststoff";"36";"0";"0"
